MatchID;Team;Opponent;StartFrameID;EndFrameID;Intervall;Shot;BP;BP3rd;BPBox;Goal;Cross;PassBox;Pass3rd;Corner;TackWon;EntrBox;Entr3rd;Danger;OutpOpp;Shot_diff;BP_diff;BP3rd_diff;BPBox_diff;Goal_diff;Cross_diff;PassBox_diff;Pass3rd_diff;Corner_diff;TackWon_diff;OutpOpp_diff;EntrBox_diff;Entr3rd_diff;Danger_diff
Match_synth_21;Team_synth_01;Team_synth_04;10000;10124;1;0;0;118;0;0;0;0;0;0;0;0;0;0,0;0;0;0;118;0;0;0;0;0;0;0;0;0;0;0,0
Match_synth_21;Team_synth_01;Team_synth_04;10125;10249;2;0;70;0;0;0;0;0;0;0;0;0;0;0,03161445549831886;0;0;-22;-37;0;0;0;0;0;0;0;0;0;0;0,03161445549831886
Match_synth_21;Team_synth_01;Team_synth_04;10250;10374;3;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;-102;0;0;0;0;0;0;0;0;0;0;0;-0,09950429185772458
Match_synth_21;Team_synth_01;Team_synth_04;10375;10499;4;0;0;0;0;0;0;0;0;0;0;0;0;0,06424957162448429;0;0;-44;0;0;0;0;0;-1;0;0;0;0;0;-0,06030581494484093
Match_synth_21;Team_synth_01;Team_synth_04;10500;10624;5;0;0;43;0;0;0;0;0;0;0;0;1;0,0;0;0;-71;-53;0;0;0;0;0;0;0;0;0;1;0,0
Match_synth_21;Team_synth_01;Team_synth_04;10625;10749;6;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;-108;-5;0;0;0;0;0;0;0;0;0;0;0,0
Match_synth_21;Team_synth_01;Team_synth_04;10750;11095;7;0;32;0;0;0;0;0;0;0;0;0;0;0,11051359668422121;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0,02400960698976709
Match_synth_21;Team_synth_01;Team_synth_04;11096;11220;8;0;64;0;0;0;0;2;0;0;0;0;0;0,0;0;0;-2;0;0;0;0;2;0;0;0;-5;0;0;0,0
Match_synth_21;Team_synth_01;Team_synth_04;11221;11345;9;0;42;0;0;0;0;0;0;0;0;0;0;0,0;0;0;-28;0;0;0;0;0;0;0;0;0;0;0;-0,04020474331976317
Match_synth_21;Team_synth_01;Team_synth_04;11346;11470;10;0;0;0;0;0;0;0;0;0;0;0;0;0,08222589023195724;0;0;-12;-32;0;0;0;0;-1;0;0;0;0;0;0,08222589023195724
Match_synth_21;Team_synth_01;Team_synth_04;11471;11595;11;0;125;0;0;0;0;0;0;0;0;0;0;0,0;0;0;107;0;0;0;0;0;0;0;0;-3;0;0;0,0
Match_synth_21;Team_synth_01;Team_synth_04;11596;11720;12;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;-81;0;0;0;0;0;0;0;0;-5;0;0;0,0
Match_synth_21;Team_synth_01;Team_synth_04;11721;11845;13;0;0;0;0;0;0;0;0;0;0;0;0;0,08227773941742512;0;0;-45;-17;0;0;0;0;-2;0;0;0;0;0;0,08227773941742512
