MatchID;Team;Opponent;StartFrameID;EndFrameID;Intervall;Shot;BP;BP3rd;BPBox;Goal;Cross;PassBox;Pass3rd;Corner;TackWon;EntrBox;Entr3rd;Danger;OutpOpp;Shot_diff;BP_diff;BP3rd_diff;BPBox_diff;Goal_diff;Cross_diff;PassBox_diff;Pass3rd_diff;Corner_diff;TackWon_diff;OutpOpp_diff;EntrBox_diff;Entr3rd_diff;Danger_diff
Match_synth_12;Team_synth_12;Team_synth_03;10000;10124;1;0;0;0;0;0;0;0;0;0;0;0;0;0,12121885018796932;0;0;-92;0;0;0;0;0;0;0;0;0;0;0;0,07336706908029952
Match_synth_12;Team_synth_12;Team_synth_03;10125;10249;2;0;53;0;0;0;0;0;0;0;0;0;0;0,0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0,0
Match_synth_12;Team_synth_12;Team_synth_03;10250;10374;3;0;70;0;0;0;0;0;0;0;0;0;1;0,0;3;0;67;0;0;0;0;0;0;0;0;3;0;1;0,0
Match_synth_12;Team_synth_12;Team_synth_03;10375;10499;4;1;0;55;0;0;0;0;0;0;0;0;0;0,019453612079198972;0;1;-9;55;0;0;0;0;-2;0;0;0;0;0;0,019453612079198972
Match_synth_12;Team_synth_12;Team_synth_03;10500;10624;5;0;44;0;0;0;1;0;0;0;0;0;0;0,3323140485341162;0;0;44;0;0;0;1;-1;0;0;0;0;0;0;0,2983041730340374
Match_synth_12;Team_synth_12;Team_synth_03;10625;10749;6;0;1;0;0;0;0;0;0;0;0;0;0;0,0;2;0;1;0;0;0;0;0;0;0;0;2;0;0;0,0
Match_synth_12;Team_synth_12;Team_synth_03;10750;10874;7;0;92;0;0;0;0;0;0;0;0;0;1;0,035901002931335795;0;0;-9;0;-16;0;0;0;0;0;0;0;0;1;-0,07398882381876737
Match_synth_12;Team_synth_12;Team_synth_03;10875;10999;8;0;0;30;0;0;1;0;0;0;0;0;0;0,0;0;0;-67;-35;0;0;1;0;0;0;0;0;0;0;0,0
Match_synth_12;Team_synth_12;Team_synth_03;11000;11124;9;0;0;0;0;0;0;0;0;0;0;0;0;0,20975435191456832;0;0;-27;0;0;0;0;0;0;0;0;0;0;0;0,05015655286336798
Match_synth_12;Team_synth_12;Team_synth_03;11125;11249;10;0;0;0;0;0;0;0;0;0;0;0;0;0,06443643259469073;0;0;-84;-19;0;0;-1;0;0;0;0;0;0;0;-0,0818096366262441
Match_synth_12;Team_synth_12;Team_synth_03;11250;12108;11;0;63;0;0;0;0;0;0;0;0;1;0;1,0413629338548995;0;0;17;0;0;0;0;0;0;0;0;0;1;-1;1,0413629338548995
Match_synth_12;Team_synth_12;Team_synth_03;12109;12233;12;0;0;0;0;0;0;0;0;0;0;0;0;0,0;3;0;-21;0;0;0;0;0;0;-1;0;3;0;-1;-0,1874303812864169
Match_synth_12;Team_synth_12;Team_synth_03;12234;12358;13;0;84;0;0;0;0;0;0;0;0;0;0;0,12117987574268776;0;0;-2;0;0;0;0;0;0;0;0;0;0;0;0,12117987574268776
Match_synth_12;Team_synth_12;Team_synth_03;12359;12483;14;0;0;0;0;0;0;0;0;0;0;0;0;0,05752789983827617;0;0;-71;0;0;0;0;0;0;0;0;0;0;-1;0,05752789983827617
Match_synth_12;Team_synth_12;Team_synth_03;12484;12608;15;0;76;0;0;0;0;0;0;0;0;0;0;0,0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0,0
Match_synth_12;Team_synth_12;Team_synth_03;12609;12733;16;0;12;0;0;0;0;0;0;0;0;0;0;0,06104173495583527;0;0;-98;-7;0;0;0;0;0;0;0;0;0;0;0,06104173495583527
Match_synth_12;Team_synth_12;Team_synth_03;12734;13578;17;0;0;0;0;0;0;0;0;0;0;0;1;0,029075542740969015;0;0;-87;0;0;0;0;0;0;0;0;0;0;0;0,029075542740969015
Match_synth_12;Team_synth_12;Team_synth_03;13579;13958;18;0;0;10;0;0;0;0;0;0;0;0;0;0,0;0;0;-7;10;0;0;0;0;0;0;0;0;0;0;-0,023651051742418716
Match_synth_12;Team_synth_12;Team_synth_03;13959;14083;19;0;0;0;0;0;0;0;0;0;0;0;0;0,1593392693061277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,6265569532492163
Match_synth_12;Team_synth_12;Team_synth_03;14084;14208;20;0;0;0;66;0;0;0;0;0;0;0;0;2,025432256248958;0;0;0;-109;66;0;-1;0;0;0;0;0;0;0;2,025432256248958
Match_synth_12;Team_synth_12;Team_synth_03;14209;14333;21;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;-71;0;0;0;0;0;0;0;0;0;0;0;0,0
Match_synth_12;Team_synth_12;Team_synth_03;14334;14458;22;0;58;0;0;0;0;0;0;0;0;0;0;0,0;0;0;-21;0;0;0;0;0;0;0;0;0;-1;0;0,0
Match_synth_12;Team_synth_12;Team_synth_03;14459;14583;23;0;42;0;0;0;0;0;0;0;0;0;0;0,0;0;0;-26;0;-19;0;0;0;0;0;0;0;0;0;-1,3985664707586771
Match_synth_12;Team_synth_12;Team_synth_03;14584;14708;24;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;-71;0;0;0;0;0;0;0;0;0;0;0;-0,03499166126512545
Match_synth_12;Team_synth_12;Team_synth_03;14709;14833;25;0;18;6;0;0;0;0;0;0;0;0;0;0,0;0;0;18;5;0;0;0;0;0;0;0;0;0;0;-0,2158229504922619
Match_synth_12;Team_synth_12;Team_synth_03;14834;15764;26;0;19;73;0;0;0;0;0;0;0;1;0;0,5902349167695147;0;0;-56;73;0;0;0;0;0;0;0;0;1;0;0,5902349167695147
Match_synth_12;Team_synth_12;Team_synth_03;15765;15889;27;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;-7;0;0;0;0;0;0;0;0;-1;0;0,0
Match_synth_12;Team_synth_12;Team_synth_03;15890;16014;28;0;43;0;0;0;0;0;0;0;0;0;0;0,7379730369852524;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0,662861324376507
Match_synth_12;Team_synth_12;Team_synth_03;16015;16139;29;0;7;24;0;0;0;0;0;0;0;0;0;0,09286811403706657;0;0;-32;24;0;0;0;0;0;0;0;0;-1;0;0,09286811403706657
Match_synth_12;Team_synth_12;Team_synth_03;16140;16264;30;0;82;0;0;0;0;0;0;0;0;0;0;0,0;0;0;3;-21;-33;0;0;0;0;0;0;0;0;0;0,0
Match_synth_12;Team_synth_12;Team_synth_03;16265;16389;31;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;-45;0;0;0;0;0;0;0;0;0;0;0;0,0
Match_synth_12;Team_synth_12;Team_synth_03;16390;16514;32;0;0;0;0;0;0;0;0;0;0;0;0;0,03315804391686029;0;0;-95;-29;0;0;-1;0;0;0;0;0;0;0;0,03315804391686029
Match_synth_12;Team_synth_12;Team_synth_03;16515;16639;33;0;70;0;0;0;0;0;0;0;0;0;0;0,0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;-0,32780739730026937
Match_synth_12;Team_synth_12;Team_synth_03;16640;16764;34;0;64;0;0;0;1;0;0;0;0;0;0;0,0;0;0;52;0;0;0;1;-1;0;0;0;0;0;0;0,0
Match_synth_12;Team_synth_12;Team_synth_03;16765;16889;35;0;43;0;0;0;0;0;0;0;0;0;0;0,0986080350646667;0;0;43;0;-1;0;0;0;0;0;0;0;0;0;-1,090146597007994
Match_synth_12;Team_synth_12;Team_synth_03;16890;17014;36;0;89;0;0;0;0;0;0;0;0;0;0;0,18744119720370028;0;0;9;-65;0;0;0;0;0;0;0;0;0;0;0,009294597149081651
Match_synth_12;Team_synth_12;Team_synth_03;17015;17901;37;0;125;0;0;0;0;0;0;0;0;0;0;0,0657630985684763;0;0;85;-100;0;0;0;0;0;0;0;0;0;0;-6,121735487371762
Match_synth_12;Team_synth_12;Team_synth_03;17902;18026;38;0;0;0;0;0;0;0;0;0;0;0;0;0,04542156140739993;0;0;-25;0;0;0;0;0;0;0;0;-2;0;0;0,01356406807364733
Match_synth_12;Team_synth_12;Team_synth_03;18027;18151;39;0;47;0;0;0;0;0;0;0;0;0;0;0,0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;-0,08588886652165971
