MatchID;Team;Opponent;StartFrameID;EndFrameID;Intervall;Shot;BP;BP3rd;BPBox;Goal;Cross;PassBox;Pass3rd;Corner;TackWon;EntrBox;Entr3rd;Danger;OutpOpp;Shot_diff;BP_diff;BP3rd_diff;BPBox_diff;Goal_diff;Cross_diff;PassBox_diff;Pass3rd_diff;Corner_diff;TackWon_diff;OutpOpp_diff;EntrBox_diff;Entr3rd_diff;Danger_diff
Match_synth_23;Team_synth_04;Team_synth_13;10000;10124;1;0;48;92;0;0;0;0;1;0;0;0;1;0,5820946816650865;2;0;48;92;0;0;0;0;1;0;0;2;0;1;0,5820946816650865
Match_synth_23;Team_synth_04;Team_synth_13;10125;10387;2;0;13;25;0;0;0;0;0;0;0;0;0;0,023819705916328062;2;0;4;25;0;0;0;0;0;0;0;2;0;0;-0,17557176602109337
Match_synth_23;Team_synth_04;Team_synth_13;10388;10512;3;0;107;0;29;0;0;0;1;0;0;0;0;0,0;0;0;107;0;29;0;0;0;1;0;0;0;0;0;0,0
Match_synth_23;Team_synth_04;Team_synth_13;10513;10637;4;0;101;0;0;0;0;0;0;0;0;0;0;0,18412537962465977;0;0;95;0;0;0;0;0;0;0;0;0;0;0;-0,059750982234857974
Match_synth_23;Team_synth_04;Team_synth_13;10638;10762;5;0;97;0;0;0;0;0;2;0;0;1;0;0,0;0;0;97;0;0;0;0;0;2;0;0;0;1;0;0,0
Match_synth_23;Team_synth_04;Team_synth_13;10763;11136;6;0;42;56;0;0;0;0;0;0;0;0;1;0,3156661647458089;0;0;42;56;0;0;0;0;0;0;0;0;0;1;0,20015864046637188
Match_synth_23;Team_synth_04;Team_synth_13;11137;11261;7;0;78;0;0;0;0;0;1;0;0;0;0;0,0;0;0;78;0;0;0;0;0;1;0;0;0;0;0;-0,125193116882203
Match_synth_23;Team_synth_04;Team_synth_13;11262;11386;8;0;95;0;0;0;0;0;0;0;0;0;0;0,0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;-0,03792104060109477
Match_synth_23;Team_synth_04;Team_synth_13;11387;11511;9;0;88;113;0;0;0;0;0;0;0;0;0;0,0;0;0;85;113;0;0;0;0;0;0;0;0;0;0;0,0
Match_synth_23;Team_synth_04;Team_synth_13;11512;11636;10;0;24;22;0;0;0;0;0;0;0;0;0;0,05770052458233153;0;0;24;22;0;0;0;0;0;0;0;0;0;0;-0,1933466665847703
Match_synth_23;Team_synth_04;Team_synth_13;11637;11761;11;0;84;0;0;0;0;0;0;0;0;0;1;0,8291541796983894;0;0;75;0;0;0;0;0;0;0;0;0;0;1;0,653313465951766
Match_synth_23;Team_synth_04;Team_synth_13;11762;11886;12;0;0;0;0;0;0;0;2;0;0;0;0;0,260098704839568;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0,11490092248296946
Match_synth_23;Team_synth_04;Team_synth_13;11887;12011;13;0;0;0;0;0;0;0;0;0;0;0;0;1,6742852744938144;0;0;-98;0;0;0;0;0;0;0;0;-1;0;0;1,6742852744938144
Match_synth_23;Team_synth_04;Team_synth_13;12012;12136;14;0;78;3;0;0;0;0;0;0;0;0;0;5,568698935334588;0;0;71;3;0;0;0;0;0;0;0;0;0;0;5,568698935334588
Match_synth_23;Team_synth_04;Team_synth_13;12137;12261;15;0;101;116;0;0;0;0;1;0;0;0;0;0,3439659031136582;0;0;101;116;0;0;0;0;1;0;0;0;0;0;0,22916748487074223
Match_synth_23;Team_synth_04;Team_synth_13;12262;12386;16;0;0;0;0;0;0;0;0;0;0;0;0;0,09283055562219267;4;0;-96;0;0;0;0;0;0;0;0;2;0;0;-0,12456614069387503
Match_synth_23;Team_synth_04;Team_synth_13;12387;12655;17;0;62;0;0;0;0;0;0;0;0;0;0;0,2639566554539875;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0,2639566554539875
Match_synth_23;Team_synth_04;Team_synth_13;12656;12780;18;0;20;0;0;0;0;0;0;0;0;1;0;0,44431076013876686;0;0;-18;0;0;0;0;0;0;0;0;0;1;0;0,4126788128106353
Match_synth_23;Team_synth_04;Team_synth_13;12781;12905;19;0;57;20;4;0;0;0;0;0;0;0;0;0,1467780451636605;0;0;-41;20;4;0;0;0;0;0;0;0;0;0;0,125879374687964
Match_synth_23;Team_synth_04;Team_synth_13;12906;13030;20;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,07214614106737958
Match_synth_23;Team_synth_04;Team_synth_13;13031;13155;21;1;89;0;0;0;0;0;0;0;0;1;0;0,21523471515697706;4;1;20;0;0;0;0;0;0;0;0;4;1;0;0,17732123070601866
Match_synth_23;Team_synth_04;Team_synth_13;13156;13280;22;0;107;18;0;0;0;0;0;0;0;0;0;0,48194635524078044;0;0;107;18;0;0;0;0;0;0;0;0;0;0;0,4788610992900495
Match_synth_23;Team_synth_04;Team_synth_13;13281;13405;23;0;11;79;0;1;0;0;2;0;0;0;0;0,05823537021000301;0;0;11;79;0;1;0;0;2;0;0;0;0;0;0,05823537021000301
Match_synth_23;Team_synth_04;Team_synth_13;13406;13530;24;0;101;0;0;0;0;0;0;0;0;0;0;0,4119975315289617;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0,4119975315289617
Match_synth_23;Team_synth_04;Team_synth_13;13531;13655;25;0;68;92;0;0;0;0;1;0;0;0;1;0,15522198474753313;2;0;68;92;0;0;0;0;1;0;0;2;0;1;0,15522198474753313
Match_synth_23;Team_synth_04;Team_synth_13;13656;13780;26;0;54;0;0;0;0;0;1;0;0;0;0;0,3090323984421848;0;0;54;-58;0;0;0;0;1;0;0;0;0;0;-0,7541197220453659
Match_synth_23;Team_synth_04;Team_synth_13;13781;13905;27;0;81;9;62;0;0;0;0;0;0;0;0;0,09079159795406709;0;0;81;9;62;0;0;0;0;0;0;0;0;0;-0,6039983531734434
Match_synth_23;Team_synth_04;Team_synth_13;13906;14030;28;0;0;0;0;0;0;0;0;0;0;0;0;0,4372166036693915;0;0;-56;0;0;0;0;0;0;0;0;0;0;0;0,4372166036693915
Match_synth_23;Team_synth_04;Team_synth_13;14031;14155;29;0;63;20;0;0;0;0;0;0;0;0;1;0,0;0;0;-4;20;0;0;0;0;0;0;0;0;0;1;-0,09514672142175959
Match_synth_23;Team_synth_04;Team_synth_13;14156;14280;30;0;68;22;0;0;0;0;0;0;0;0;0;0,19889314395237842;0;0;-51;-2;0;0;0;0;0;0;0;0;0;0;0,14506476039564406
Match_synth_23;Team_synth_04;Team_synth_13;14281;14655;31;0;3;0;0;0;0;0;0;0;0;0;0;0,27069919022560507;0;0;-64;0;0;0;0;0;0;0;0;0;0;0;0,25066599506153175
Match_synth_23;Team_synth_04;Team_synth_13;14656;14780;32;0;107;0;4;0;0;0;0;0;0;0;0;0,1897295370336661;0;0;9;0;4;0;0;0;0;0;0;0;0;0;0,1897295370336661
Match_synth_23;Team_synth_04;Team_synth_13;14781;14905;33;0;0;0;0;0;0;1;0;0;0;0;0;0,0;0;0;-5;-6;0;0;0;1;0;0;0;0;0;0;-0,4866986329559226
Match_synth_23;Team_synth_04;Team_synth_13;14906;15030;34;0;89;0;0;0;0;0;0;0;0;0;0;0,0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;-0,03918166088023243
Match_synth_23;Team_synth_04;Team_synth_13;15031;15155;35;0;22;0;0;0;0;0;1;0;0;0;0;0,23197812127858483;0;0;22;0;0;0;0;0;1;0;0;0;0;0;-0,014323391964305321
Match_synth_23;Team_synth_04;Team_synth_13;15156;15280;36;0;93;0;0;0;0;0;0;0;0;0;0;0,0;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0,0
Match_synth_23;Team_synth_04;Team_synth_13;15281;15405;37;0;0;0;0;0;0;0;1;0;0;0;0;0,16759654227701914;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0,16759654227701914
Match_synth_23;Team_synth_04;Team_synth_13;15406;15530;38;0;68;21;0;0;0;0;1;0;0;0;0;0,0;0;0;-22;21;0;0;0;0;1;0;0;0;0;0;-0,051724359393383997
Match_synth_23;Team_synth_04;Team_synth_13;15531;15655;39;0;29;0;0;0;0;0;0;0;0;0;0;0,0;1;0;-41;0;0;0;0;0;0;0;0;1;0;0;-0,06341346815341695
Match_synth_23;Team_synth_04;Team_synth_13;15656;15780;40;0;54;0;0;0;0;0;0;0;0;0;0;1,408592850551418;0;0;54;0;0;0;0;0;-1;0;0;0;0;0;1,408592850551418
Match_synth_23;Team_synth_04;Team_synth_13;15781;15905;41;0;68;17;0;0;0;0;1;0;0;0;0;0,02215682465303083;0;0;17;17;0;0;0;0;1;0;0;0;0;0;-0,23118325437639936
Match_synth_23;Team_synth_04;Team_synth_13;15906;16030;42;0;27;0;0;0;0;0;0;0;0;0;0;0,48953400078723336;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0,48953400078723336
Match_synth_23;Team_synth_04;Team_synth_13;16031;16155;43;0;10;0;0;0;0;0;0;0;0;0;0;0,07164726614538552;0;0;-60;0;0;0;0;0;0;0;0;0;0;0;0,07164726614538552
Match_synth_23;Team_synth_04;Team_synth_13;16156;16280;44;0;85;62;0;0;0;0;0;0;0;0;0;0,10007873035694631;0;0;76;50;0;0;0;0;0;0;0;-4;0;0;0,06768868853378027
Match_synth_23;Team_synth_04;Team_synth_13;16281;16405;45;0;96;0;0;0;0;0;0;0;0;0;0;0,10211786733868643;0;0;-27;0;0;0;0;0;0;0;0;0;0;0;0,10211786733868643
